month,OIL,COAL,COPPER,IRONORE,ALUMINIUM,PALMOIL,RUBBER,LNG,NICKEL,ZINC,COFFEEARABICA,COFFEEROBUSTA,LEAD,TIN,HARDWOOD,SOFTWOOD
2013-06-01,99.7426666666667,89.6426785714284,7000.23750000000,114.8150000000000,1814.53750000000,763.043603845228,127.4686794096030,17.69000000000000,14280.27500000000,1839.012500000000,138.8550000000000,97.0530000000000,2099.687500000000,20267.40000000000,844.602850000000,354.345076018435
2013-07-01,105.2078260869570,82.2223602484470,6906.64130434783,127.1913043478260,1769.60869565217,729.857477270013,116.2598069745230,16.98000000000000,13750.31521739130,1837.619565217390,138.4395238095240,102.4095238095240,2047.728260869570,19563.82608695650,827.703347826087,349.241964030831
2013-08-01,108.0586363636360,82.2214285714284,7186.25000000000,137.0550000000000,1816.23571428571,722.835323978943,116.5257504694690,17.00000000000000,14308.26190476190,1896.392857142860,135.6300000000000,100.7268181818180,2173.083333333330,21638.21428571430,845.046034090909,345.494614222352
2013-09-01,108.7800000000000,83.2959183673468,7159.26904761905,134.1857142857140,1761.30476190476,725.796977269961,119.6621294415930,17.01000000000000,13801.39285714290,1846.880952380950,132.7800000000000,93.4830000000000,2084.919047619050,22735.07142857140,865.133000000000,330.045279468407
2013-10-01,105.4579710144930,85.4436335403726,7203.02173913044,132.5727272727270,1814.58260869565,762.620879508893,114.9631228964630,16.49000000000000,14117.65217391300,1884.836956521740,128.8282608695650,90.0126086956521,2115.428260869570,23101.58695652170,876.955945652174,324.300550198047
2013-11-01,102.5809523809520,88.3632653061223,7070.65476190476,136.3238095238100,1747.96428571429,810.300668509088,112.9251947533560,16.71000000000000,13684.01190476190,1866.416666666670,122.7484210526320,85.6689473684211,2089.559523809520,22826.88095238100,878.248035714286,332.482055180715
2013-12-01,105.4930303030300,89.4444642857142,7214.90000000000,135.7904761904760,1739.81000000000,795.274809614982,116.0506658959910,17.72000000000000,13924.55000000000,1974.975000000000,126.7371428571430,95.4992857142857,2136.727500000000,22762.12500000000,892.832625000000,353.628718036432
2014-01-01,102.2518840579710,87.9735389610388,7291.46590909091,128.1190476190480,1727.41136363636,769.337282775421,105.5165105659070,17.76000000000000,14101.25000000000,2036.931818181820,135.0333333333330,92.9285714285714,2143.170454545450,22063.86363636360,897.778500000000,338.548893087590
2014-02-01,104.8193333333330,83.0276785714285,7149.21250000000,121.3700000000000,1695.16500000000,811.204668117423,97.2956790739447,17.96000000000000,14203.55000000000,2034.525000000000,176.2763157894740,101.1431578947370,2108.025000000000,22820.67500000000,902.193000000000,340.796703506826
2014-03-01,104.0428571428570,79.7530612244897,6650.03571428571,111.8333333333330,1705.36666666667,860.518681735120,103.4775024396820,17.81000000000000,15678.09523809520,2007.904761904760,216.0595238095240,111.9042857142860,2053.083333333330,23024.30952380950,905.735500000000,354.533747601206
